Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Taxable,Image Src
akrapovic-evolution-full-system-titanium-kawasaki-z650-2021,Akrapovič Evolution Full System Titanium – Kawasaki Z650 (2021),<p><strong>Akrapovič Evolution Full System Titanium – Kawasaki Z650 (2021)</strong></p><p>Factory original Akrapovič Evolution Full System Titanium for the 2021 Kawasaki Z650. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Ten Kate Shop</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Ten Kate Shop, Kawasaki Z650, Z650, 2021, Evolution",TRUE,Title,Default Title,AKR-Z650-EVO-TI-2021,5000,shopify,1,deny,manual,1950.89,FALSE,
akrapovic-racing-full-system-titanium-kawasaki-z650-2024,Akrapovič Racing Full System Titanium – Kawasaki Z650 (2024),<p><strong>Akrapovič Racing Full System Titanium – Kawasaki Z650 (2024)</strong></p><p>Factory original Akrapovič Racing Full System Titanium for the 2024 Kawasaki Z650. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Ten Kate Shop</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Ten Kate Shop, Kawasaki Z650, Z650, 2024, Racing",TRUE,Title,Default Title,AKR-Z650-RACE-TI-2024,5000,shopify,1,deny,manual,1773.22,FALSE,
akrapovic-full-system-titanium-suzuki-gsx-r1000-2024,Akrapovič Full System Titanium – Suzuki GSX-R1000 (2024),<p><strong>Akrapovič Full System Titanium – Suzuki GSX-R1000 (2024)</strong></p><p>Factory original Akrapovič Full System Titanium for the 2024 Suzuki GSX-R1000. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, Suzuki GSX-R1000, GSX-R1000, 2024, Full",TRUE,Title,Default Title,AKR-GSX-R1000-FS-TI-2024,5000,shopify,1,deny,manual,1716.69,FALSE,
akrapovic-slip-on-line-titanium-suzuki-gsx-r1000-2022,Akrapovič Slip-On Line Titanium – Suzuki GSX-R1000 (2022),<p><strong>Akrapovič Slip-On Line Titanium – Suzuki GSX-R1000 (2022)</strong></p><p>Factory original Akrapovič Slip-On Line Titanium for the 2022 Suzuki GSX-R1000. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: NR1 Motor</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, NR1 Motor, Suzuki GSX-R1000, GSX-R1000, 2022, Slip-On",TRUE,Title,Default Title,AKR-GSX-R1000-SL-TI-2022,5000,shopify,1,deny,manual,849.10,FALSE,
akrapovic-slip-on-line-carbon-suzuki-gsx-r1000-2020,Akrapovič Slip-On Line Carbon – Suzuki GSX-R1000 (2020),<p><strong>Akrapovič Slip-On Line Carbon – Suzuki GSX-R1000 (2020)</strong></p><p>Factory original Akrapovič Slip-On Line Carbon for the 2020 Suzuki GSX-R1000. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, Suzuki GSX-R1000, GSX-R1000, 2020, Slip-On",TRUE,Title,Default Title,AKR-GSX-R1000-SL-CA-2020,5000,shopify,1,deny,manual,749.46,FALSE,
akrapovic-evolution-full-system-titanium-suzuki-gsx-r1000-2022,Akrapovič Evolution Full System Titanium – Suzuki GSX-R1000 (2022),<p><strong>Akrapovič Evolution Full System Titanium – Suzuki GSX-R1000 (2022)</strong></p><p>Factory original Akrapovič Evolution Full System Titanium for the 2022 Suzuki GSX-R1000. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Ten Kate Shop</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Ten Kate Shop, Suzuki GSX-R1000, GSX-R1000, 2022, Evolution",TRUE,Title,Default Title,AKR-GSX-R1000-EVO-TI-2022,5000,shopify,1,deny,manual,1914.53,FALSE,
akrapovic-racing-full-system-titanium-suzuki-gsx-r1000-2020,Akrapovič Racing Full System Titanium – Suzuki GSX-R1000 (2020),<p><strong>Akrapovič Racing Full System Titanium – Suzuki GSX-R1000 (2020)</strong></p><p>Factory original Akrapovič Racing Full System Titanium for the 2020 Suzuki GSX-R1000. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: NR1 Motor</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, NR1 Motor, Suzuki GSX-R1000, GSX-R1000, 2020, Racing",TRUE,Title,Default Title,AKR-GSX-R1000-RACE-TI-2020,5000,shopify,1,deny,manual,1983.04,FALSE,
akrapovic-full-system-titanium-suzuki-gsx-s750-2023,Akrapovič Full System Titanium – Suzuki GSX-S750 (2023),<p><strong>Akrapovič Full System Titanium – Suzuki GSX-S750 (2023)</strong></p><p>Factory original Akrapovič Full System Titanium for the 2023 Suzuki GSX-S750. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, Suzuki GSX-S750, GSX-S750, 2023, Full",TRUE,Title,Default Title,AKR-GSX-S750-FS-TI-2023,5000,shopify,1,deny,manual,1396.66,FALSE,
akrapovic-slip-on-line-titanium-suzuki-gsx-s750-2022,Akrapovič Slip-On Line Titanium – Suzuki GSX-S750 (2022),<p><strong>Akrapovič Slip-On Line Titanium – Suzuki GSX-S750 (2022)</strong></p><p>Factory original Akrapovič Slip-On Line Titanium for the 2022 Suzuki GSX-S750. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: NR1 Motor</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, Suzuki GSX-S750, GSX-S750, 2022, Slip-On",TRUE,Title,Default Title,AKR-GSX-S750-SL-TI-2022,5000,shopify,1,deny,manual,830.98,FALSE,
akrapovic-slip-on-line-carbon-suzuki-gsx-s750-2024,Akrapovič Slip-On Line Carbon – Suzuki GSX-S750 (2024),<p><strong>Akrapovič Slip-On Line Carbon – Suzuki GSX-S750 (2024)</strong></p><p>Factory original Akrapovič Slip-On Line Carbon for the 2024 Suzuki GSX-S750. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, Suzuki GSX-S750, GSX-S750, 2024, Slip-On",TRUE,Title,Default Title,AKR-GSX-S750-SL-CA-2024,5000,shopify,1,deny,manual,883.99,FALSE,
akrapovic-evolution-full-system-titanium-suzuki-gsx-s750-2022,Akrapovič Evolution Full System Titanium – Suzuki GSX-S750 (2022),<p><strong>Akrapovič Evolution Full System Titanium – Suzuki GSX-S750 (2022)</strong></p><p>Factory original Akrapovič Evolution Full System Titanium for the 2022 Suzuki GSX-S750. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, Suzuki GSX-S750, GSX-S750, 2022, Evolution",TRUE,Title,Default Title,AKR-GSX-S750-EVO-TI-2022,5000,shopify,1,deny,manual,1972.21,FALSE,
akrapovic-racing-full-system-titanium-suzuki-gsx-s750-2024,Akrapovič Racing Full System Titanium – Suzuki GSX-S750 (2024),<p><strong>Akrapovič Racing Full System Titanium – Suzuki GSX-S750 (2024)</strong></p><p>Factory original Akrapovič Racing Full System Titanium for the 2024 Suzuki GSX-S750. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Ten Kate Shop</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, Suzuki GSX-S750, GSX-S750, 2024, Racing",TRUE,Title,Default Title,AKR-GSX-S750-RACE-TI-2024,5000,shopify,1,deny,manual,1888.27,FALSE,
akrapovic-full-system-titanium-bmw-s1000rr-2021,Akrapovič Full System Titanium – BMW S1000RR (2021),<p><strong>Akrapovič Full System Titanium – BMW S1000RR (2021)</strong></p><p>Factory original Akrapovič Full System Titanium for the 2021 BMW S1000RR. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, BMW S1000RR, S1000RR, 2021, Full",TRUE,Title,Default Title,AKR-S1000RR-FS-TI-2021,5000,shopify,1,deny,manual,1569.47,FALSE,
akrapovic-slip-on-line-titanium-bmw-s1000rr-2020,Akrapovič Slip-On Line Titanium – BMW S1000RR (2020),<p><strong>Akrapovič Slip-On Line Titanium – BMW S1000RR (2020)</strong></p><p>Factory original Akrapovič Slip-On Line Titanium for the 2020 BMW S1000RR. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Ten Kate Shop</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Ten Kate Shop, BMW S1000RR, S1000RR, 2020, Slip-On",TRUE,Title,Default Title,AKR-S1000RR-SL-TI-2020,5000,shopify,1,deny,manual,729.16,FALSE,
akrapovic-slip-on-line-carbon-bmw-s1000rr-2020,Akrapovič Slip-On Line Carbon – BMW S1000RR (2020),<p><strong>Akrapovič Slip-On Line Carbon – BMW S1000RR (2020)</strong></p><p>Factory original Akrapovič Slip-On Line Carbon for the 2020 BMW S1000RR. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Ten Kate Shop</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Ten Kate Shop, BMW S1000RR, S1000RR, 2020, Slip-On",TRUE,Title,Default Title,AKR-S1000RR-SL-CA-2020,5000,shopify,1,deny,manual,625.89,FALSE,
akrapovic-evolution-full-system-titanium-bmw-s1000rr-2022,Akrapovič Evolution Full System Titanium – BMW S1000RR (2022),<p><strong>Akrapovič Evolution Full System Titanium – BMW S1000RR (2022)</strong></p><p>Factory original Akrapovič Evolution Full System Titanium for the 2022 BMW S1000RR. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: NR1 Motor</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, NR1 Motor, BMW S1000RR, S1000RR, 2022, Evolution",TRUE,Title,Default Title,AKR-S1000RR-EVO-TI-2022,5000,shopify,1,deny,manual,1713.40,FALSE,
akrapovic-racing-full-system-titanium-bmw-s1000rr-2024,Akrapovič Racing Full System Titanium – BMW S1000RR (2024),<p><strong>Akrapovič Racing Full System Titanium – BMW S1000RR (2024)</strong></p><p>Factory original Akrapovič Racing Full System Titanium for the 2024 BMW S1000RR. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: NR1 Motor</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, NR1 Motor, BMW S1000RR, S1000RR, 2024, Racing",TRUE,Title,Default Title,AKR-S1000RR-RACE-TI-2024,5000,shopify,1,deny,manual,2334.06,FALSE,
akrapovic-full-system-titanium-bmw-s1000r-2023,Akrapovič Full System Titanium – BMW S1000R (2023),<p><strong>Akrapovič Full System Titanium – BMW S1000R (2023)</strong></p><p>Factory original Akrapovič Full System Titanium for the 2023 BMW S1000R. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, BMW S1000R, S1000R, 2023, Full",TRUE,Title,Default Title,AKR-S1000R-FS-TI-2023,5000,shopify,1,deny,manual,1658.64,FALSE,
akrapovic-slip-on-line-titanium-bmw-s1000r-2021,Akrapovič Slip-On Line Titanium – BMW S1000R (2021),<p><strong>Akrapovič Slip-On Line Titanium – BMW S1000R (2021)</strong></p><p>Factory original Akrapovič Slip-On Line Titanium for the 2021 BMW S1000R. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Ten Kate Shop</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Ten Kate Shop, BMW S1000R, S1000R, 2021, Slip-On",TRUE,Title,Default Title,AKR-S1000R-SL-TI-2021,5000,shopify,1,deny,manual,577.50,FALSE,
akrapovic-slip-on-line-carbon-bmw-s1000r-2024,Akrapovič Slip-On Line Carbon – BMW S1000R (2024),<p><strong>Akrapovič Slip-On Line Carbon – BMW S1000R (2024)</strong></p><p>Factory original Akrapovič Slip-On Line Carbon for the 2024 BMW S1000R. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, BMW S1000R, S1000R, 2024, Slip-On",TRUE,Title,Default Title,AKR-S1000R-SL-CA-2024,5000,shopify,1,deny,manual,643.06,FALSE,
akrapovic-evolution-full-system-titanium-bmw-s1000r-2024,Akrapovič Evolution Full System Titanium – BMW S1000R (2024),<p><strong>Akrapovič Evolution Full System Titanium – BMW S1000R (2024)</strong></p><p>Factory original Akrapovič Evolution Full System Titanium for the 2024 BMW S1000R. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: NR1 Motor</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, BMW S1000R, S1000R, 2024, Evolution",TRUE,Title,Default Title,AKR-S1000R-EVO-TI-2024,5000,shopify,1,deny,manual,1695.55,FALSE,
akrapovic-racing-full-system-titanium-bmw-s1000r-2024,Akrapovič Racing Full System Titanium – BMW S1000R (2024),<p><strong>Akrapovič Racing Full System Titanium – BMW S1000R (2024)</strong></p><p>Factory original Akrapovič Racing Full System Titanium for the 2024 BMW S1000R. Manufactured from aerospace-grade materials with precision TIG welding. Includes all mounting hardware and conical silencer end cap. Homologated for road use (ECE approval where applicable).</p><p><em>Source: Bunkerparts</em></p>,Akrapovič,Exhaust System,"Akrapovic, exhaust, motorcycle, Bunkerparts, BMW S1000R, S1000R, 2024, Racing",TRUE,Title,Default Title,AKR-S1000R-RACE-TI-2024,5000,shopify,1,deny,manual,2231.09,FALSE,
